T
F
F
F
    4.009665     4.001991    37.500477
    3.686151     3.050473     7.807591
    3.795549     3.903086    14.784057
    3.083986     3.509347    22.811117
    4.746027     3.747529    29.572616
    4.377043    11.027471     0.020274
    3.828433    12.171689     7.746217
    2.641455    11.660511    15.408038
    3.875666    11.693865    22.901992
    4.001373    11.294934    30.454387
    3.203127    18.824241    37.363554
    3.298999    18.818998     7.326302
    3.646904    18.296029    15.246935
    2.988670    18.725332    22.578730
    3.734678    18.907683    30.056696
    4.618194    26.289629    37.597967
    4.055532    27.061094     7.473181
    3.132149    26.232820    14.907241
    4.174776    26.316633    22.267106
    4.115452    27.035170    30.112968
    3.803399    34.015042     0.131590
    3.737529    33.664544     7.807763
    2.889412    34.805647    15.017940
    3.715114    33.994843    22.543059
    4.239686    33.548770    29.809939
   11.165518     3.679021     0.223053
   10.765332     4.357446     7.616805
   10.694547     3.512878    15.939526
   11.766226     3.766231    22.593712
   11.225793     3.000486    30.613547
   11.620890    11.855737     0.516187
   11.573323    11.318640     8.169921
   11.958136    11.367757    15.195218
   11.733631    10.781800    22.414117
   10.791344    11.662068    30.637387
   11.125982    19.958634     0.104890
   11.038457    19.225844     7.811297
   11.300601    18.553536    14.970039
   12.206548    18.825588    23.281301
   11.068793    18.710954    30.825453
   10.046902    26.071291    37.741074
   11.386526    26.838756     7.346491
   11.578355    26.151568    15.277574
   10.847716    27.040665    22.377723
   11.758717    26.321146    30.441985
   11.551950    34.273989    37.396087
   10.977512    34.034809     7.906851
   11.210563    34.410007    15.731812
   11.246980    32.847964    23.347399
   11.701223    34.810654    30.978005
   18.342275     3.919979    37.306873
   18.598605     3.554840     7.402371
   18.831723     4.266698    15.061600
   18.933165     3.561141    22.406572
   19.065049     4.206727    29.846136
   17.931502    11.511748    37.132835
   18.951691    12.222092     7.696789
   19.550940    11.285982    15.384708
   19.253345    11.850918    23.246946
   18.605109    11.497439    30.701169
   19.395022    19.480682    37.426004
   19.123117    18.529924     7.449105
   19.243388    19.175026    15.343510
   18.425063    18.661177    22.999038
   19.681331    18.873043    30.454092
   18.834369    26.352021    37.793650
   18.604712    26.610704     7.325002
   18.463888    26.568924    14.684893
   18.708163    25.762890    22.946491
   18.545931    26.087998    30.817522
   18.402229    33.857929     0.262265
   19.035326    33.966688     7.856267
   18.657998    34.039582    15.110329
   19.527983    34.136595    22.394347
   19.433914    33.795513    29.996536
   26.232751     3.680465     0.012760
   26.380042     4.100782     7.560903
   26.548684     3.803428    15.504865
   26.550041     3.469918    23.155553
   25.568621     4.020212    30.431683
   26.242042    11.676804     0.100036
   26.382872    10.989548     7.370346
   26.853028    11.727091    16.058913
   26.319977    11.588758    23.122270
   25.701733    11.015729    30.331133
   26.076134    18.427328    37.710923
   25.707599    19.067875     6.465011
   24.857395    19.693935    16.023839
   26.220039    18.325777    22.843742
   25.885595    18.872252    29.506290
   26.312790    26.133036     0.187459
   25.905132    26.058731     7.283571
   26.089597    26.046381    15.233106
   25.763440    25.877848    22.334317
   26.210022    26.309799    30.332486
   27.658466    34.036748    37.628495
   25.420701    34.041185     6.909469
   26.388571    33.343756    15.210101
   26.843756    34.504522    22.634391
   26.689440    33.777963    30.533132
   33.671849     3.648974    37.887896
   33.224274     4.186307     7.276147
   34.261725     4.577281    15.042334
   34.526784     3.675700    22.850479
   33.681583     4.153285    30.078314
   32.993123    11.694962     0.536648
   33.973922    11.384031     7.645090
   34.160409    11.411198    15.594704
   34.006792    11.584399    22.772752
   34.379185    11.084668    30.285085
   34.467548    18.348128    37.821371
   33.378502    18.810508     7.321253
